Document,Topic,Pos dataset 10K (starting from 0)
"donc maintenant être un homme qui se respecte c’est être misogyne :face_with_tears_of_joy: cette vidéo illustre simplement ce que je dis depuis le début : le bodycount n’est pas un critère pour juger qu’un homme est de valeur, tandis qu’il en est un pour les femmes.",5,8730
"""entrer ainsi dans le jeu masculin ne sert qu’à diviser les femmes entre elles et par là même à les inféoder davantage à la mâle férule...""",5,8832
"lors des jmj à lisbonne, , face à 1,5 million de jeunes du monde entier, a rappelé le rôle si précieux des parents et grands-parents qui donnent des racines et sont les maillons de la nécessaire transmission entre les générations. vive la famille !",11,8841
"une femme ne souhaite pas que son homme désire d’autres femmes, mais une femme veut être en couple avec un homme que les autres femmes désirent.",5,8852
"""allez, sors de là !"" le garçon s'échappe du manteau de son père dans un éclat de rire général. deux paires de jambes pour un seul homme, il y avait en effet quelque chose de bancal. de l'autre côté de la rue, un monsieur en tenue de ville court avec son chien, baguette et",124,8887
vous ne croyez pas que votre fils est trans? on vous enverra peut-être en prison | jdm,25,8942
"si vous souhaitez être désirable à ses yeux, montrez-lui que vous n'avez pas besoin d'elle pour être heureux.",5,8949
":sports_medal:d'après vous, les blagues les plus drôles sont les blagues:",124,8980
"songeons à cette jeune fille qui a avorté sur pression familiale. hésitante, elle n’a accepté qu’au dernier moment -un peu plus... or, elle avait pris l’habitude de parler à son enfant, qu’elle sentait dans son ventre. arrivée à l’hopital, elle lui a dit: « t’inquiète ça se",11,9019
ia: les hommes sont-ils en passe de devenir… obsolètes?,5,9030
"nord. une candidate ""féministe"" se présente au nom des valeurs du ""front populaire"" contre a. quatennens (màj. il renonce à sa candidature)",5,9072
"la ""dépsychiatrisation"" est une de leurs revendications. quelque chose me dit que ça va prendre un peu de temps. transmania",25,9077
"autrice jeunesse et mère de famille nombreuse, karine-marie amiot raconte à fc ce que l'expérience d'une maternité généreuse a changé à sa vie et comment elle s'y livre tout entière.",11,9103
"""ils n'existent qu'en fonction du groupe, et ça c'est très grave."" quand c'est alexandra, personne intersexe, qui remet la communauté transgenriste à sa place. l'entretien complet ici :right_arrow:",25,9141
"madame la ministre , il n’est plus temps de faire des rapports. les associations qui défendent la famille ont de nombreuses idées et propositions. et si vous répondiez enfin à notre demande d'entretien !?",11,9145
"merci à pour le coup de pub pour le livre et de faire la porte parole :parrot: du service public et de l’arcom … sur un ton de menace. :face_screaming_in_fear: sorry enora, mais le vrai féminisme c’est nous et les milliers de femmes avec nous ! ( dit avec la même panache que ce cher…",5,9153
les hommes dont elle se plaint sont ceux-là même qui correspondent à ce qu'elle désire au fond d'elle-même.,5,9177
":red_circle: législatives : adrien quatennens appelle les « féministes » à soutenir sa candidature, les critiques fusent :right_arrow_curving_down:",5,9246
"la mairie de rennes demande aux clubs de sport de déclarer des enfants ""non-binaires"". le militantisme woke ne veut pas le bien des enfants. la responsabilité des adultes est d'aider les jeunes à se construire, et non d'insinuer des idées obscurantistes.",11,9261
"on ne demande jamais à une femme son… c’est la question qui scandalise les féministes. :anger_symbol: mais s’ils ne se la posent pas, les hommes risquent gros :game_die: quelle est cette question et pourquoi la poser ? réponse dans ma dernière vidéo :right_arrow_curving_down:",5,9309
la tromperie masculine est évidemment dommageable et immorale mais elle reste toujours moins grave que la tromperie féminine.,5,9398
"en cette journée si particulière qui célèbre les droits des femmes dans le monde entier, j'ai souhaité rendre hommage à toutes les femmes en offrant une rose aux agents de la collectivité et aux femmes présentes sur notre marché hebdomadaire. journeedesdroitsdesfemmes",5,9421
l’association sos homophobie menace de porter plainte contre toute femme qui dit qu’une femme trans est un homme. cette asso reçoit des subventions publiques et les utilisent donc pour menacer des femmes qui décrivent de façon factuelle la réalité biologique. ça suffit de…,25,9423
"quels sont les avantages qu’un homme peut-il tirer du mariage à notre époque, qu'il ne pourrait pas obtenir en dehors du mariage par rapport à un simple concubinage ? vraie question.",5,9456
nostalgie douce en ce jour de fête des mères :folded_hands:,91,9464
"« j’aurais aimé que quelqu’un me dise la vérité à propos de la gpa » la star de télé-réalité américaine khloe kardashian révèle la vérité sur la gpa : la culpabilité de prendre un bébé à une femme qui vient d’accoucher, une transaction très dure, une difficulté à s’attacher à…",11,9480
"communiqué &gt; a l’occasion de la journeeinternationaledesdroitsdesfemmes, le syndicat de la famille célèbre la femme et affiche le slogan : « on naît femme… et on le devient », détournant avec humour la célèbre formule de simone de beauvoir. 8mars2024",5,9541
":red_heart:ce samedi 11 mai, j’emmène 200 parents solo à ⁦⁩ merci à ⁦⁩ pour sa fidélité! les enfants sont déjà si heureux:party_popper: :red_heart:ce dimanche 12 mai rdv à 23h10 sur ⁦⁩ mon documentaire sur les parents solo avec le réalisateur françois barré",91,9546
"hé oui , c’est bien connu ! les femmes n’ont jamais été aussi attirantes et fiables que depuis que leur bodycount a explosé ! toutes ces théories « masculinistes » sont vraiment déconnectées de toute réalité sociologique…",5,9575
"une famille, c’est une grande histoire, faite de belles histoires et de petites histoires. comment nous transforment-elles ?",11,9585
"'il est inconscient et égoïste d'accepter la pma pour les personnes transgenres à grande échelle sans mener en amont des études sérieuses sur les enfants nés d'hommes trans."" il est urgent de s'inquiéter de l'intérêt supérieur de l'enfant.",25,9617
la candidate frontpopulaire- lfi amal bentounsi aurait déclaré : «on ne peut pas reprocher à un croyant d'être homophobe si sa religion le lui commande.» quelle honte ! :face_vomiting::face_vomiting:homophobie,89,9658
"hier soir, réunion de travail du syndicat de la famille à montpellier. sujet : la famille structure la personne et la société, elle est irremplaçable.",11,9760
":television: cite le témoignage de pour qui ""cela a été un traumatisme de découvrir sur le tard être née de gpa et d'imaginer le processus qui avait conduit sa mère ""porteuse"" à l'abandonner au moment de l'accouchement.""",11,9778
